antecedents,consequents,support,confidence,lift
frozenset({'Q28_Build prototypes to explore applying machine learning to new areas'}),"frozenset({'Q28_Analyze and understand data to influence product or business decisions', 'Q28_Build and/or run a machine learning service that operationally improves my product or workflows'})",0.04992290703004542,0.39485827290705333,6.077879393810494
"frozenset({'Q28_Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data'})","frozenset({'Q28_Analyze and understand data to influence product or business decisions', 'Q28_Build and/or run a machine learning service that operationally improves my product or workflows'})",0.041796891278076426,0.38253241800152554,5.888152940848371
"frozenset({'Q28_Analyze and understand data to influence product or business decisions', 'Q28_Build and/or run a machine learning service that operationally improves my product or workflows'})","frozenset({'Q28_Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data'})",0.041796891278076426,0.6433611289288006,5.888152940848371
frozenset({'Q28_Build prototypes to explore applying machine learning to new areas'}),frozenset({'Q28_Experimentation and iteration to improve existing ML models'}),0.07125890736342043,0.5636123928806855,5.7504279727711785
frozenset({'Q28_Experimentation and iteration to improve existing ML models'}),frozenset({'Q28_Build prototypes to explore applying machine learning to new areas'}),0.07125890736342043,0.7270408163265306,5.750427972771178
"frozenset({'Q27_We have well established ML methods (i.e., models in production for more than 2 years)'})",frozenset({'Q26_20+'}),0.040005000625078134,0.5399325084364455,5.7078239669380535
frozenset({'Q26_20+'}),"frozenset({'Q27_We have well established ML methods (i.e., models in production for more than 2 years)'})",0.040005000625078134,0.4229074889867841,5.7078239669380535
"frozenset({'Q27_We have well established ML methods (i.e., models in production for more than 2 years)'})",frozenset({'Q28_Experimentation and iteration to improve existing ML models'}),0.04100512564070509,0.5534308211473566,5.646547370354217
frozenset({'Q28_Experimentation and iteration to improve existing ML models'}),"frozenset({'Q27_We have well established ML methods (i.e., models in production for more than 2 years)'})",0.04100512564070509,0.41836734693877553,5.646547370354217
frozenset({'Q28_Build and/or run a machine learning service that operationally improves my product or workflows'}),frozenset({'Q28_Build prototypes to explore applying machine learning to new areas'}),0.0634245947410093,0.7010594196222939,5.544931737862949
frozenset({'Q28_Build prototypes to explore applying machine learning to new areas'}),frozenset({'Q28_Build and/or run a machine learning service that operationally improves my product or workflows'}),0.0634245947410093,0.5016479894528675,5.544931737862948
frozenset({'Q28_Build and/or run a machine learning service that operationally improves my product or workflows'}),"frozenset({'Q28_Analyze and understand data to influence product or business decisions', 'Q28_Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data'})",0.041796891278076426,0.4619990787655458,5.324972090843805
"frozenset({'Q28_Analyze and understand data to influence product or business decisions', 'Q28_Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data'})",frozenset({'Q28_Build and/or run a machine learning service that operationally improves my product or workflows'}),0.041796891278076426,0.4817483189241114,5.324972090843805
"frozenset({'Q28_Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data'})","frozenset({'Q28_Analyze and understand data to influence product or business decisions', 'Q28_Build prototypes to explore applying machine learning to new areas'})",0.05192315706129933,0.475209763539283,5.23581666467042
"frozenset({'Q28_Analyze and understand data to influence product or business decisions', 'Q28_Build prototypes to explore applying machine learning to new areas'})","frozenset({'Q28_Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data'})",0.05192315706129933,0.5720844811753902,5.235816664670419
frozenset({'Q28_Build and/or run a machine learning service that operationally improves my product or workflows'}),"frozenset({'Q28_Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data'})",0.04854773513355836,0.5366190695532013,4.911231049606473
"frozenset({'Q28_Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data'})",frozenset({'Q28_Build and/or run a machine learning service that operationally improves my product or workflows'}),0.04854773513355836,0.44431731502669713,4.911231049606472
frozenset({'Q28_Build prototypes to explore applying machine learning to new areas'}),frozenset({'Q28_Do research that advances the state of the art of machine learning'}),0.041796891278076426,0.3305866842452208,4.770347962617296
frozenset({'Q28_Do research that advances the state of the art of machine learning'}),frozenset({'Q28_Build prototypes to explore applying machine learning to new areas'}),0.041796891278076426,0.603126879134095,4.770347962617296
"frozenset({'Q28_Analyze and understand data to influence product or business decisions', 'Q28_Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data'})",frozenset({'Q28_Build prototypes to explore applying machine learning to new areas'}),0.05192315706129933,0.5984630163304515,4.7334597900072
frozenset({'Q28_Build prototypes to explore applying machine learning to new areas'}),"frozenset({'Q28_Analyze and understand data to influence product or business decisions', 'Q28_Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data'})",0.05192315706129933,0.4106789716545814,4.733459790007199
frozenset({'Q23_Data Scientist'}),frozenset({'Q28_Build prototypes to explore applying machine learning to new areas'}),0.046005750718839854,0.5723172628304821,4.526663597937731
frozenset({'Q28_Build prototypes to explore applying machine learning to new areas'}),frozenset({'Q23_Data Scientist'}),0.046005750718839854,0.3638760711931443,4.526663597937731
"frozenset({'Q27_We have well established ML methods (i.e., models in production for more than 2 years)'})",frozenset({'Q28_Build prototypes to explore applying machine learning to new areas'}),0.0422969537858899,0.5708661417322834,4.515186157926699
frozenset({'Q28_Build prototypes to explore applying machine learning to new areas'}),"frozenset({'Q27_We have well established ML methods (i.e., models in production for more than 2 years)'})",0.0422969537858899,0.33454185893210275,4.515186157926698
"frozenset({'Q28_Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data'})",frozenset({'Q28_Build prototypes to explore applying machine learning to new areas'}),0.05942409467850148,0.543859649122807,4.301582069874753
frozenset({'Q28_Build prototypes to explore applying machine learning to new areas'}),"frozenset({'Q28_Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data'})",0.05942409467850148,0.4700065919578114,4.301582069874752
"frozenset({'Q28_Build prototypes to explore applying machine learning to new areas', 'Q28_Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data'})",frozenset({'Q28_Analyze and understand data to influence product or business decisions'}),0.05192315706129933,0.873772791023843,4.19442401804344
frozenset({'Q28_Analyze and understand data to influence product or business decisions'}),"frozenset({'Q28_Build prototypes to explore applying machine learning to new areas', 'Q28_Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data'})",0.05192315706129933,0.249249849969994,4.19442401804344
frozenset({'Q28_Analyze and understand data to influence product or business decisions'}),"frozenset({'Q28_Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data', 'Q28_Build and/or run a machine learning service that operationally improves my product or workflows'})",0.041796891278076426,0.20064012802560513,4.132842190755748
"frozenset({'Q28_Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data', 'Q28_Build and/or run a machine learning service that operationally improves my product or workflows'})",frozenset({'Q28_Analyze and understand data to influence product or business decisions'}),0.041796891278076426,0.8609442060085837,4.132842190755747
frozenset({'Q28_Experimentation and iteration to improve existing ML models'}),"frozenset({'Q28_Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data'})",0.04379714130933033,0.4468537414965986,4.089683155871044
"frozenset({'Q28_Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data'})",frozenset({'Q28_Experimentation and iteration to improve existing ML models'}),0.04379714130933033,0.40083905415713195,4.089683155871044
frozenset({'Q28_Analyze and understand data to influence product or business decisions'}),"frozenset({'Q28_Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data'})",0.08676084510563821,0.41648329665933187,3.811727562903885
"frozenset({'Q28_Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data'})",frozenset({'Q28_Analyze and understand data to influence product or business decisions'}),0.08676084510563821,0.7940503432494279,3.811727562903885
frozenset({'Q28_Analyze and understand data to influence product or business decisions'}),"frozenset({'Q28_Build prototypes to explore applying machine learning to new areas', 'Q28_Build and/or run a machine learning service that operationally improves my product or workflows'})",0.04992290703004542,0.23964792958591719,3.7784700172623222
"frozenset({'Q28_Build prototypes to explore applying machine learning to new areas', 'Q28_Build and/or run a machine learning service that operationally improves my product or workflows'})",frozenset({'Q28_Analyze and understand data to influence product or business decisions'}),0.04992290703004542,0.7871222076215505,3.778470017262322
frozenset({'Q28_Analyze and understand data to influence product or business decisions'}),"frozenset({'Q28_Experimentation and iteration to improve existing ML models', 'Q28_Build and/or run a machine learning service that operationally improves my product or workflows'})",0.04333875067716798,0.20804160832166432,3.7452171604613493
"frozenset({'Q28_Experimentation and iteration to improve existing ML models', 'Q28_Build and/or run a machine learning service that operationally improves my product or workflows'})",frozenset({'Q28_Analyze and understand data to influence product or business decisions'}),0.04333875067716798,0.7801950487621905,3.7452171604613493
frozenset({'Q28_Analyze and understand data to influence product or business decisions'}),"frozenset({'Q28_Build prototypes to explore applying machine learning to new areas', 'Q28_Experimentation and iteration to improve existing ML models'})",0.05500687585948243,0.26405281056211244,3.7055411082216443
"frozenset({'Q28_Build prototypes to explore applying machine learning to new areas', 'Q28_Experimentation and iteration to improve existing ML models'})",frozenset({'Q28_Analyze and understand data to influence product or business decisions'}),0.05500687585948243,0.7719298245614035,3.7055411082216443
"frozenset({'Q23_Data Analyst (Business, Marketing, Financial, Quantitative, etc)'})",frozenset({'Q28_Analyze and understand data to influence product or business decisions'}),0.04888111013876734,0.7626788036410923,3.6611328767704125
frozenset({'Q28_Analyze and understand data to influence product or business decisions'}),"frozenset({'Q23_Data Analyst (Business, Marketing, Financial, Quantitative, etc)'})",0.04888111013876734,0.23464692938587717,3.6611328767704125
frozenset({'Q28_Analyze and understand data to influence product or business decisions'}),frozenset({'Q28_Build and/or run a machine learning service that operationally improves my product or workflows'}),0.06496645414010084,0.3118623724744949,3.4471494022434146
frozenset({'Q28_Build and/or run a machine learning service that operationally improves my product or workflows'}),frozenset({'Q28_Analyze and understand data to influence product or business decisions'}),0.06496645414010084,0.7181022570244125,3.447149402243414
frozenset({'Q28_Analyze and understand data to influence product or business decisions'}),frozenset({'Q28_Build prototypes to explore applying machine learning to new areas'}),0.09076134516814602,0.4356871374274855,3.4460066700222045
frozenset({'Q28_Build prototypes to explore applying machine learning to new areas'}),frozenset({'Q28_Analyze and understand data to influence product or business decisions'}),0.09076134516814602,0.7178642056690836,3.446006670022204
frozenset({'Q28_Experimentation and iteration to improve existing ML models'}),frozenset({'Q28_Analyze and understand data to influence product or business decisions'}),0.0692169854565154,0.7062074829931974,3.390050203918335
frozenset({'Q28_Analyze and understand data to influence product or business decisions'}),frozenset({'Q28_Experimentation and iteration to improve existing ML models'}),0.0692169854565154,0.3322664532906582,3.390050203918335
frozenset({'Q23_Data Scientist'}),frozenset({'Q28_Analyze and understand data to influence product or business decisions'}),0.05650706338292286,0.702954898911353,3.3744366291609795
frozenset({'Q28_Analyze and understand data to influence product or business decisions'}),frozenset({'Q23_Data Scientist'}),0.05650706338292286,0.27125425085017,3.3744366291609795
frozenset({'Q27_We are exploring ML methods (and may one day put a model into production)'}),frozenset({'Q28_Analyze and understand data to influence product or business decisions'}),0.04267200066675001,0.6597938144329897,3.167247882566204
frozenset({'Q28_Analyze and understand data to influence product or business decisions'}),frozenset({'Q27_We are exploring ML methods (and may one day put a model into production)'}),0.04267200066675001,0.20484096819363873,3.167247882566204
"frozenset({'Q27_We have well established ML methods (i.e., models in production for more than 2 years)'})",frozenset({'Q28_Analyze and understand data to influence product or business decisions'}),0.047672625744884775,0.6434195725534309,3.0886456256380637
frozenset({'Q28_Analyze and understand data to influence product or business decisions'}),"frozenset({'Q27_We have well established ML methods (i.e., models in production for more than 2 years)'})",0.047672625744884775,0.22884576915383076,3.0886456256380637
frozenset({'Q28_Do research that advances the state of the art of machine learning'}),frozenset({'Q28_Analyze and understand data to influence product or business decisions'}),0.043255406925865734,0.6241731809981961,2.9962560160859595
frozenset({'Q28_Analyze and understand data to influence product or business decisions'}),frozenset({'Q28_Do research that advances the state of the art of machine learning'}),0.043255406925865734,0.20764152830566113,2.996256016085959
frozenset({'Q28_Analyze and understand data to influence product or business decisions'}),frozenset({'Q26_1-2'}),0.04533900070842189,0.21764352870574116,2.8775712167226835
frozenset({'Q26_1-2'}),frozenset({'Q28_Analyze and understand data to influence product or business decisions'}),0.04533900070842189,0.5994490358126722,2.8775712167226835
frozenset({'Q28_Analyze and understand data to influence product or business decisions'}),frozenset({'Q26_20+'}),0.05638204775596949,0.27065413082616524,2.8611837786059415
frozenset({'Q26_20+'}),frozenset({'Q28_Analyze and understand data to influence product or business decisions'}),0.05638204775596949,0.5960352422907489,2.8611837786059415
frozenset({'Q28_Analyze and understand data to influence product or business decisions'}),"frozenset({'Q25_10,000 or more employees'})",0.052256532066508314,0.2508501700340068,2.8367820595221778
"frozenset({'Q25_10,000 or more employees'})",frozenset({'Q28_Analyze and understand data to influence product or business decisions'}),0.052256532066508314,0.590951932139491,2.8367820595221778
frozenset({'Q30_$100-$999'}),frozenset({'Q28_Analyze and understand data to influence product or business decisions'}),0.051006375796974625,0.5890279114533206,2.8275460674425554
frozenset({'Q28_Analyze and understand data to influence product or business decisions'}),frozenset({'Q30_$100-$999'}),0.051006375796974625,0.24484896979395881,2.8275460674425554
"frozenset({'Q25_1000-9,999 employees'})",frozenset({'Q28_Analyze and understand data to influence product or business decisions'}),0.044547235071050545,0.566207627118644,2.718000485690358
frozenset({'Q28_Analyze and understand data to influence product or business decisions'}),"frozenset({'Q25_1000-9,999 employees'})",0.044547235071050545,0.21384276855371073,2.718000485690358
frozenset({'Q28_Analyze and understand data to influence product or business decisions'}),frozenset({'Q25_0-49 employees'}),0.04729757886402467,0.22704540908181636,2.557938348233027
frozenset({'Q25_0-49 employees'}),frozenset({'Q28_Analyze and understand data to influence product or business decisions'}),0.04729757886402467,0.5328638497652582,2.557938348233027
frozenset({'Q28_Analyze and understand data to influence product or business decisions'}),frozenset({'Q30_$0 ($USD)'}),0.059799141559361585,0.28705741148229647,2.441005210255375
frozenset({'Q30_$0 ($USD)'}),frozenset({'Q28_Analyze and understand data to influence product or business decisions'}),0.059799141559361585,0.5085046066619419,2.441005210255375
frozenset({'Q24_Computers/Technology'}),frozenset({'Q28_Analyze and understand data to influence product or business decisions'}),0.04875609451181398,0.5040930633347696,2.4198282138116554
frozenset({'Q28_Analyze and understand data to influence product or business decisions'}),frozenset({'Q24_Computers/Technology'}),0.04875609451181398,0.2340468093618724,2.4198282138116554
